,0
1734,lines:   suggestion: try exposing new age douglas groothuis 
1735,lines:  return-path: amailamdahlcom  walter-  tried several time past communicate susan ignored me honestly believe letter mean  rather thought thoughtful compassionate see seen then  call naive  give group  lord advised unwelcome city brush dust foot go on  anyone care topic write direct not well may god bless well  bye group pax 
1736,lines:   hi netters  looking source code read ascii file bitmap file produced thinned image example preprocess character image apply thinning algorithm  kevin  
1737,lines:    joseph wetstein writes:   hello looking program or algorithm used to compute sunrise sunset time  mind posting response get also interested may others  thanks  n shirlene pearson  
1738,reply-to:  lines:   article   henry spencer writes:  [pluto's] atmosphere start freeze around    increasing area pluto charon permanent  shadow imaging geochemical mapping impossible  shadow from  there's nothing close enough block sunlight hitting them  expect anything block view either  missing  jim 
1739,lines:    lock writes: hello  i happened spot excellent book bookstore  day ago though  c++ assembly  teach assembly a go along --so like assembler experience don't worry  almost everything wanted -----working----- code  --rod covlin--  bought copy  can't disagree good book  unfortunately looking graphic feature described book not xx xx mode easy accomodate pixel descriptor or color attribute mode a-afffff xxwhich interested in  finish book affraid author talk much modeor svga mode  anyone good book dealing fast svga graphic manupulationscrolling repainting good stuff send mail  programming guide svga card also welcome  advance                               tiang   t    foo                                                 --                            tiang   t    foo                                                 
1740,distribution: world lines:   hello purchased new  noname graphic card installed obviously  speedstar  compatible name vga  truecolor accompanied driver utility vmode xmode least mode well driver lotus window etc driver told provide truecolor mode namely window  driver nowhere else except ad pointer truecolor mode article group speedstar  fact made believe card compatible one  anybody mode adjusted write driver allows  million color resolution  x   hz interlaced   greeting     wolfgang 
1741,lines:   article   bill conner writes:  there couple thing post others thread that little confusing atheist thing be understood process nature - exclusively need for recourse divnity describe explain anything no purpose direction event beyond required physic chemistry biology etc; everything random nothing determnined  post contains many fallacy respond too   abolishment divinity requires elimination  freewill   shown this even attempted to however existance omniscience eliminate freewill mortal   posted five month ago able refute it  give reasonable reason it  --          satan angel freewill           god tell do           sn mozumder   
1742,article-id: newscrzxac lines:    writes:  [excellent discussion dc-x landing technique henry deleted]  since dc-x take horizontal land way  dc-x take horizontally  take vertically   why martian landing thing   several reason  vertical landing require mile runway limit noise pollution  require wheel wing  turn engine touch down  course henry pointed out vetical landing quite simple  or missing something much dc-x such overly obvious  well blunt yes  least learning  why fall earth like russian craft parachute then  soyuz vehicle parachute descent fire small rocket hit ground  parachute are however especially practical reuse something without much effort  landing also comfortable  however word georgy grechko i prefer bruise sink   --  josh hopkins                                                     tout ce qu'un homme est capable d'imaginer d'autres hommes                  seront capable de la realiser  -jules verne 
1743,article-id: mksolapr lines:     david mcaloon writes:   ether implodes  earth core gravity  lack extraneously capitalized word i'd swear mcelwaine changed name moved cal poly  also find choice newsgroups 'interesting'  perhaps someone guy 'sciastro' stand 'astrology'  truly frightening post like originating ostensibly center higher learning country  small wonder rest world think we're nut problem do  [in case gotten yet david think quite appropriate posting 'sci' groups]  --  insisting perfect safety people ball live  real world   -- mary shafer nasa ames dryden ------------------------------------------------------------------------------  - speak others speak me 
1744,distribution: world lines:    benedikt rosenau writes:   article   tony lezard  writes:     deletion    my opinion strong atheist position requires much  belief comfortable with strong atheist  care comment  []  human idea spiritual parent  artifact human thought evidence quite  overwhelming information content conceived vanishing     word god hardly sense  possible explain phenomenon religion without god     concept useless introduce new assumption  order show that     leap faith required me mileage may vary  yes fully agree that i believe god exist i believe god exist  mat andtbacka pointed out hinge take believe mean  unfortunately bound definition strong weak atheism least according faq:  # atheism characterized absence belief existence god # atheist go further believe god exist  former # often referred weak atheist position latter strong # atheism #  # important note difference two position  weak # atheism simple scepticism; disbelief existence god  strong # atheism positive belief god exist  # fall trap assuming atheist strong atheist  from mathew's an introduction atheism version  last modified -apr-  faq clarified try pin notion belief it  --  tony lezard  tony% thing like tony% last resort  pgp  public key available request  
1745,lines:    andre t yew writes:   henrik harmsen writes:  - bit per r/g/b give horrible machbanding visible almost picture   bit per r/g/b   color give visible machbanding  color-gradient picture almost machbanding color-resolution   see small machbanding smooth color-gradient picture all there are situiations get visible mach-banding even a  bit card you create smooth color gradient dark-green-white-yellow or something turn up contrast monitor probably see mach-banding      damn henrik's attempt helpful here he's using common misconception corrected      mach banding occur image  color quantization see enough bit  human eye's response transition edge intensity the result color near transistion brighter the brighter side darker darker side  --andre  yeah course term 'mach banding' correct one 'color quantization effect' although bad color quantization effect could result visible mach-bands picture smooth quantizised  -- henrik harmsen     internet:                  chalmers university technology sweden        i lost mind -- backed tape somewhere 
1746,summary: hi  read post keywords: faq atheism expires: thu  may  :: gmt distribution: world supersedes:  lines:   archive-name: atheism/overview alt-atheism-archive-name: overview last-modified:  april  version:                                      overview  welcome altatheism altatheismmoderated  first series regular posting aimed new reader newsgroups  many group 'controversial' nature noticed new reader often question mis-statements misconception post net  addition people often request information posted time time again  order try cut this altatheism group series five regular posting following titles:       altatheism faq: overview new reader      altatheism faq: introduction atheism      altatheism faq: frequently asked question faq      altatheism faq: constructing logical argument      altatheism faq: atheist resource  article number   read number   posting  others entirely optional  new usenet may also find helpful read newsgroup newsannouncenewusers  article titled a primer work usenet community answer frequently asked question usenet hint writing style usenet particularly relevant  question concerning news work best asked newsnewusersquestions  unable find article listed above see finding stuff section below                                      credit  file could written without assistance many reader altatheism altatheismmoderated  particular i'd like thank following people:  kck+@cscmuedu karl kluge  jim perry  wayne aiken  toby kelsey  jyrki kuoppala  geoff arnold  torkel franzen  george kimeldorf  greg roelofs  ken arromdee  maddi hausmann  john a johnson  douglas graham  william mayne  andy rosen  achim stoesser  bryan o'sullivan  james j lippard  s baum  york h dobyns  wayne schroeder  jd baldwin  dana nibby  richard c dempsey eleecalpolyedu john david munch  paul crowley  richard zach  tim chow  simon clippingdale  and countless others i've forgotten  article free  truly free  may copy distribute anyone wish  however send change correction author re-post copy article altatheism; nobody good multiple version document floating around network                                   finding stuff  faq file should somewhere news system  suggestion can't find them:   check newsgroup altatheism  starting    altatheism faq:   check newsgroup newsanswers line     find anything step   news system set    correctly may wish system administrator    problem   anonymous ftp access connect rtfmmitedu []    go directory /pub/usenet/altatheism find latest    version faq file there     ftp copying file networked computer     need help using getting started ftp send e-mail            send usenet/newsanswers/ftp-list/faq     body   site also carry newsanswers posting  article    introduction newsanswers newsgroup carry list    sites; article posted regularly newsanswers   ftp send     consisting following lines:        send usenet/newsanswers/finding-sources       send usenet/altatheism/faq       send usenet/altatheism/introduction       send usenet/altatheism/logic       send usenet/altatheism/resources   penultimate resort  send  consisting    following lines:        send atheism/faq/faqtxt       send atheism/faq/logictxt       send atheism/faq/introtxt       send atheism/faq/resourcetxt     poor overworked modem try send copy file    there's stuff too; interesting command try help    send atheism/index   last resort   post article    newsgroup asking get faq file     tried method they've failed; nice    clutter newsgroup people's mailbox request file    better posting without reading faq though  instance    people whose email address get mangled transit     ftp probably need assistance obtaining faq file   mathew ÿ 
1747,lines:   tradition church hold apostle meaning  surviving disciple matthias barnabas paul martyred except john  tradition understood read early church writing bible heteroorthodox scripture --  c wingate        + the peace god peace                   +    strife closed sod  +  yet brother pray thing: tovemangoe       +    marv'lous peace god 
1748,lines:   article :  fred j mccall - writes: :just bit off phil  reprocess nuclear fuel :you get reprocessing plant bomb-grade plutonium  :also cheaper current price thing simply fabricate new :fuel rod rather reprocess old one creating potentially :dangerous material from national security point view :fabricate back fuel rod  fabricating reprocessed plutonium may result something may go kind boom hardly decent bomb grade plutonium  bomb grade plutonium research reactor power reactor  bomb plutonium uranium  --  kenneth ng reply  now all might elaborate simulation running little device sitting someone's table -- jl picard: st:tng 
1749,lines:   contact signaware corp -    -------------------------------- original memo -------------------------------- bcc:     vincent wall                   from:      imaging club  sciimageprocessing  hi all:  could someone database handwriting signature image available evaluating signature verification system  thanks  yy 
1750,distribution: na lines:      elijah   millgram writes:      friend mine wondering expression pushing  envelope come from  anyone know   everbody defining envelope world envelope chosen rather shell  boundary  analogy envelope airship perhaps  actually shell might good  push shell hard the aircraft break  -- thomas clarke institute simulation training university central fl  research parkway suite  orlando fl  - fax: -  
1751,lines:   paradise svga mb c chip d doc display following mode : xxk colour xxk col ramdac hicolor chip checked board chip now problem can't get mode work  graphic workshop  claim display  bit image dithered  bit colour board work tried writing assembler code get mode working found pixel addressed   bit  lower  bit considered  happens x mode x mode refuse work ie remains text mode  could someone help me  tristan 
1752,article-id: alice lines:    wrote:  anyone  suggestion  came from forty-two six time nine 
1753,lines:    paul dokas writes:  i reading popular science morning surprised ad the back  lot ad back p fringe science questionablely legal really grabbed attention it company name personal missle inc something like that  company probably public missile inc michigan  anyhow ad stated they'd sell rocket ' length and engine size f m  also said rocket reach  foot  yup  now aside obvious danger amateur rocketeer using of beast illegal  can't imagine faa allowing people shoot rocket flight level passenger plane not even mention problem locating rocket come down  nope illegal is however closely regulated order  purchase big rocket motor required necessary following: a employee government agency b employee student university research involving rocket c member representative educational organization involved research us rocket two organizations:  tripoli rocketry association national association rocketry member either organization must demonstrate proficiency construction flight allowed purchase large motor own  faa issue waiver regulation upon request  avoid conflict aircraft usual stipulation are: - operation specified ceiling allowed depending location ceiling may   foot agl  - operator rocket responsible avoiding aircraft within operating radius around launch site - flight cloud beyond visual range haze expressly prohibited - faa provide notam informing user airspace unmanned rocket operation taking place specified place time  launch held and dozen every year held area air traffic relatively light western desert the black rock desert north reno particularly popular since  x  mile nothing hit ground  two rocketry association test approve motor members' use insure safety depending motor size launcher setback  way rocket  lb powered f motor exempt federal regulation unmanned rocket anyway see far  subpart c detail  recoveryalthough higher altitude rocket reach  foot get   foot typical rocket   inch diameter carry   foot parachute multiple parachute depending payload many rocket also carry either small transmitter audio sounder--particularly launch eastern u obstruction  camera telemetry transmitter video payload becoming quite common  and no i'm even think buying one  i'm crazy  not lot funcheck traffic recmodelsrockets information model  lb under high power everything bigger rocket hobby dangerous activity key practice safety i've flying consumer rocket ranging - lb takeoff weight  year still extremity intact  -paul mine'll  foot carry  pound dynamite dokas  that's another thing explosive warhead kind allowed rocket none forgive shouting that's biggest misconception people hobby   /            remember will die someday             / true related rocket hobby unless get  hit crossing road rocket hand  --  mark johnson                          usnail: ncr peripheral product division e-mail:          n rock rd voice:  - [v+ -]           wichita k   [non-business email: ] 
1754,originator:  reply-to:  lines:   article   keith m ryan writes: in article   qpliu writes:  so faith gift obedience make faith possible what make obeying different believing  	i still wondering obedient  no idea obedient  written thewhollybabble:theusersguidetoinvisible pinkunicorns  granted faith invisible pink unicorn must read babble obey written it  obey written babble must believe granted faith invisible pink unicorn  believe obeying written babble lead believing invisible pink unicorn must essentially believe invisible pink unicorn  bit circular reasoning begs question: make obeying different believing --             standard opinion: opinion delta-correlated 
1755,lines:   article   bill rawlins wrote:        talking origin merely science   science cannot      explain origin  person exclude anything science      issue origin higher truth      science  false premise  say who hear-say god       way enjoy science  sure understand it       truly wonder observing god's creation  macroevolution      mixture  percent science  percent religion [guaranteed      within three percent error : ]  bill hereby award golden shovel award biggist pile bullshit i've seen whils i'm afraid there's bit religion macroevolution made rather grand statement science explain origins; large extent already ha               //  bill rawlins                    //  peter w walker          yu shall knowledge is  dept space physic    thing it     astronomy          thing admit rice university           it knowledge houston tx                     - k'ung-fu tzu 
1756,distribution: usa lines:   droplet vol   part    r p l  translation arabic turkish writing  bediuzzaman said nursi risale-i noor  vol   part  ------------------------------------------------------------------       nineteenth letter     mu'jizat-i ahmediye risalesi  a treatise miracle muhammad saw        saw: peace blessing upon him  name allah  allah glorified nothing glorifies allah's praise  name  allah compassionate merciful     he sent messenger guidance religion truth  supreme religion:  sufficient allah witness  muhammad messenger allah firm unbeliever merciful among other  see bowing prostrating  themselves seeking allah's grace pleasure  mark face sing prostrafion; similitude torah indgil [the our'an :-]     since nineteenth thirhy-first word concerning mission muhammad saw prove prophethood decisive evidence assign verification word    supplement them merely show nineteen sign  flash great truth     first sign:  owner master universe everything knowledge disposes every affair wisdom directs everything all-seeingly treat everything all-knowingly arranges everything wisdom cause purpose us apparent u  since creates know surely know speak since speak surely speak consciousness thought speech  since speak thought surely speak humankind whose make-up awareness comprehensive conscious being  since speak humankind surely speak perfect mankind worthy address highest morality qualified guide humanity; certainly speak muhammad saw  who friend foe alike testify highest  character morality obeyed fifth humanity whose spiritual rule half globe submitted radiance whose light illumined future mankind thirteen century believer luminous segment humanity renew oath allegiance five time day whose happiness peace pray call allah's blessing bear admiration love heart     certainly speak muhammad saw indeed done so;  messenger indeed done so; guide rest humanity indeed done so  ----------------------------------------------------------------- continued in$a allah br irfan islam   
1757,expires:  may  :: gmt supersedes:  lines:   archive-name: space/diff  diffs since last faq posting in posting order  these hand-edited context diffs; attempt patch old copy faq   diff -t -c -r faqintro  /tmp/rcsta	thu   ::  --- faqintro	thu   ::        nasa langley technical report   nasa spacelink   national space science data center -  space planetary image facility   space telescope science institute electronic info service   starcat   astronomical database ---  ----     ---  ----       llnl great exploration       lunar prospector       lunar science activity +      orbiting earth satellite history       spacecraft model       rocket propulsion       spacecraft design   diff -t -c -r faqnet  /tmp/rcsta	thu   ::  --- faqnet	thu   ::      ---  ----       element sent list dr kelso jsc source       released email  join  +     gps digest moderated list discussion global positioning +     system satellite navigation positioning system email +      join +       space-investors list information relevant investing       space-related company email vincent cate  join      ---  ----        fact learn unauthorized access contact       nasa personnel  +     claim made news group fraud waste none +     ever substantiated significant degree reader +     detecting fraud waste abuse mismanagement contact nasa +     inspector general -hours -- can anonymous write + +  nasa +  inspector general +  po box  +  l'enfant plaza station +  washington dc     next: faq #/ - online and offline source image data etc   diff -t -c -r faqdata  /tmp/rcsta	thu   ::  --- faqdata	thu   ::        telephone:  -    email address:    - - -     space planetary image facility - -     available  hour day via anonymous ftp pioneerunmedu -     approximately  cd-rom's full imagery raw tabular data -     start get file: - -  pioneerunmedu:pub/info/beginner-info - -     hopefully give information need get data -     machine beginner-info translated -     language inside pub/info particular language -     meet need - -     contact          space telescope science institute electronic information service ---  ----   diff -t -c -r faqmath  /tmp/rcsta	thu   ::  --- faqmath	thu   ::      ---  ----   give series compute position accurate  arc minute   period + -  year now pluto included stated   accuracy  arc minute + +     multiyear interactive computer almanac mica produced u +     naval observatory valid year - $ $ outside u +     available ibm order #pb-hdv macintosh order +     #pb-hdv ntis sale desk -- believe +     intended replace usno's interactive computer ephemeris        interactive computer ephemeris from u naval observatory       distributed ibm-pc floppy disk $ willmann-bell cover date   diff -t -c -r faqreferences  /tmp/rcsta	thu   ::  --- faqreferences	thu   ::            u naval observatory   -- usno bulletin board via modem   -- general -  -- nautical almanac office info interactive -      computer ephemeris        willmann-bell       po box  ---  ----           sdi's ssrt single stage rocket technology project funded       suborbital technology demonstrator called dc-x fly       mid- development towards operational single-stage      orbit vehicle uncertain present; considerably detail      ssrt program get document    amesarcnasagov:pub/space/faq/deltaclipper       anonymous ftp email server         name star person        official name decided committee international ---  ----       sdi's ssrt single stage rocket technology project funded       suborbital technology demonstrator called dc-x fly       mid- development towards operational single-stage      orbit vehicle called delta clipper uncertain present       collection picture file relating dc-x available      anonymous ftp email server directory    bongoccutexasedu:pub/delta-clipper  +     chris w johnson  maintains archive  +       name star person        official name decided committee international     ---  ----       university press  information lunar orbiter mission       including map coverage lunar nearside farside       various orbiter + + +     orbiting earth satellite history + +     list earth orbiting satellite that still orbit +     available anonymous ftp in: + +  amesarcnasagov:pub/space/faq/satellites         spacecraft model   diff -t -c -r faqaddresses  /tmp/rcsta	thu   ::  --- faqaddresses	thu   ::      ---  ----   latter sf  useless employee caltech employee   contractor part similar responsibility   offer alternative funding nasa center + +  fact sheet description jpl available anonymous +  ftp + +      amesarcnasagov:pub/space/faq/jpldescription        nasa johnson manned space center jsc       houston tx    diff -t -c -r faqnewprobes  /tmp/rcsta	thu   ::  --- faqnewprobes	thu   ::      ---  ----       team isas/nasda launch schedule press kit   +     asuka astro-d - isas japan x-ray astronomy satellite launched +     earth orbit // equipped large-area wide-wavelength - +     angstrom x-ray telescope x-ray ccd camera imaging gas +     scintillation proportional counter + +       cassini - saturn orbiter titan atmosphere probe cassini joint       nasa/esa project designed accomplish exploration saturnian       system cassini saturn orbiter huygens titan probe cassini             magellan - venus radar mapping mission mapped almost entire      surface high resolution currently / mapping cycle       collecting global gravity map         mar observer - mar orbiter including  m/pixel resolution camera      launched // titan iii/tos booster mo currently /       transit mar arriving // operation start /       martian year  day        topex/poseidon - joint us/french earth observing satellite launched      august  ariane  booster primary objective       topex/poseidon project precise accurate global       observation sea level several year substantially       increasing understanding global ocean dynamic satellite also ---  ----         magellan - venus radar mapping mission mapped almost entire      surface high resolution currently / collecting global gravity      map         mar observer - mar orbiter including  m/pixel resolution camera      launched // titan iii/tos booster mo currently /       transit mar arriving // operation start /       martian year  day        topex/poseidon - joint us/french earth observing satellite launched      // ariane  booster primary objective       topex/poseidon project precise accurate global       observation sea level several year substantially       increasing understanding global ocean dynamic satellite also   diff -t -c -r faqastronaut  /tmp/rcsta	thu   ::  --- faqastronaut	thu   ::            specific standards:     distant visual acuity: 		/ better uncorrected correctable / eye     blood pressure: / measured sitting position        height   inch        pilot astronaut candidate:  ---  ----       specific standards:     distant visual acuity: 		/ better uncorrected correctable / eye     blood pressure: / measured sitting position        height   inch        pilot astronaut candidate: 
1758,distribution: worldlocal news-software: vax/vms vnews      lines:   article   writes in article   bill rawlins writes:     however highly biased account a well possibly internally   inconsistent written  mellenia ago dead language fanatic  devotee creature question supported   objective source isnt  even accepted who's messiah creature   supposed be convince slightest especially many  current day devotee appear brainwashed believing pile   guano         since referred messiah assume referring         new testament  detail complaint e-mail         post  first-century greek well-known         well-understood  considered josephus jewish historian         also wrote jesus  addition four gospel account         much harmony     bill taken time explain biblical scholar consider josephus reference early christian insert  biblical scholar an expert who course research willing chip fall may  excludes literalists may otherwise defined biblical apologist  find find  not trustworthy scholarly standard and others   why insert  read - have number time  passage glaringly out context josephus superb writer problem elsewhere  in work  passage nothing matter  it lie  suddenly appears quickly disappears  think weak argument  fact is two reference jesus antiquity jew unquestionably least altered christian  origen wrote third century josephus recognize jesus messiah long passage say opposite  arabic manuscript antiquity jew contains version passage much le gung-ho jesus may authentic    question origen third century saw reference jesus josephus  manuscript antiquity lack reference  possible fabricated whole cloth inserted think likely--nor think consensus scholarly community case i ga well take position that's take small minority view jesus never existed  professor german biblical history new testament anything directly relevant historicity jesus  jim lippard               dept philosophy       university arizona tucson az  
1759,lines:  lines:   article   keith m ryan writes: from:  keith m ryan subject: re: judge bobby date: thu   :: gmt  sn mozumder  writes: tammy r healy writes: i like take liberty quote christian writer named  ellen g white  hope said help edit  remark group future  do set standard  opinion view  of duty interpretation scripture criterion others  your heart condemn ideal                          thought fromthe mount blessing p   point  	point: taken upon judge others;  god true judge  ---     sun start orbit earth accept bible            agree totally you  amen  stated better le world  did  tammy  
1760,supersedes:  lines:  distribution: world expires:  may  :: gmt keywords: frequently asked question  archive-name: space/mnemonics last-modified: $date: // :: $  astronomical mnemonic this last faq section posted sciastro      gathered various flurry mnemonic posting sciastro      spectral classification sequence: b f g k r n  oh fine girl kiss right now sweetheart a classic  o'dell's big astronomical fiasco gonna kill right surely obese balding astronomy found guilty; killed many reluctant     nonscience student octopus brain favorite gastronomical kitchen menu     requires sauce odd ball astronomer find generally kooky mnemonic     really nifty stuff oh big ferocious gorilla kill roomate next saturday oh boy flash godzilla kill mothra really surprising oh boy f grade kill bad afternoon fermented grape keep mr richard nixon smiling on backward astronomer forget geocentricity; kepler's motion     reveal nature's simplicity bad astronomy faculty get killed monday oven baked ant fried gently kept moist retain natural succulence overseas broadcast: flash  godzilla kill mothra     rodan named successor overweight boy fat girl keep munching bored astronomer find gratification knowing mnemonic oh bloody astronomy  f grade kill      order planets:  sun mercury venus earth terra mar asteroid jupiter saturn uranus neptune pluto  earnest mother served u nine pizza mother thoughtfully made jelly sandwich protest erotic mate joyfully satisfies unusual need passionately men easily jug serve useful nocturnal purpose man early made jug serve useful noble purpose educated mother showed u nine planet eager mother showed u nine planet exhausted mother swept planetary nebula voter earn money showing near poll educated mother served u nine pizza-pies many viscious elephant made john suzy uncle need protection solar mass easily make jupiter's satellite undergo     numerous perturbation  mein vater erklaert mir jeden sonntag unsere niedlichen planeten     my father explains every sunday nine planet man verachte einen menschen seinem unglueck nie -- punkt     never scorn/despise person misfortune/bad luck/misery -- period      color spectrum: red orange yellow green blue indigo violet roy g biv  pronounce man's name richard york gave battle vain read good book verse      galilean satellite jupiter: io europa ganymede callisto expect god cry eat green cheese embarrass good christian  ich erschrecke guten christen     i scare good christian      saturnian satellite met dr thip miriam's enchilada taste divine recently i'm proud mimas enceladus tethys dione rhea titan hyperion     iapetus phoebe      uranian satellites: mauto mispronunciation afflict uranus often angel uriel take opium miranda ariel umbriel titania oberon  note: remaining faq section appear sciastro cover     material relevance scispace  next: faq #/ - contacting nasa esa space agencies/companies 
1761,lines:  distribution: world keywords: polygon splitting clipping   article qvqb$  coronado emmanuel abad writes:    idea clip polygon using another polygon not  necessarily rectangular window  problem  finding new vertex resulting subpolygons  first one  simply matter extending  usual algorithm whereby edge polygon checked  another polygon  simpler way    comment welcome    noel  depends kind polygon  convex - simple concave - trouble concave loop inside - big trouble  cause box test avoid checking edge according experience simple go headache stuff deal special case example overlapped line  yeh usc 
1762,lines:   hi anyone direct map type gifs   interesting cartography find gifs useful  tia  -- lee van dyke        uucp: infotecinfoteccom 
1763,lines:   article   bill higgins-- beam jockey writes:  reid ala give u measure power/influence reader sorry mark  think can largely result effort people reading group writing letter making phone call following happened:   nasa reprogrammed fund keep nasp alive   effort kill dc-x ssrt progam twice twarted    feb june last year  gouldin kept job spite heavy lobbying him  may mark thinking show reader scispace power influence    allen  --  +---------------------------------------------------------------------------+  lady astor:   sir husband poison coffee     w churchill: madam wife drink it              +---------------------- day first flight dcx-----------------------+ 
1764,lines:   article    kevin marcus writes:  are public domain shareware astronomy program map sky time allow locate planet nebula and forth  so ftp site get one      several star map program available     job choose like  try anonymous-ftp  ftpfunetfi:pub/astro/pc/stars        pc/solar                                mac        amiga        atari     regard -veikko- 
1765,lines:   article   edward bolson writes: boy embarassing trivial faq: center radius exactly fitting point  for circle from  point immediately see  straightforward -d  checked geometry book graphic gem farin still loss please mercy provide solution    top head might try:  given: p p p p  find:  pc center sphere determined p  p         distpc pi radius  pc distance four point distpcp  distpcp  distpcp  distpcp   course square whole get rid square roots: distsqpcp  distsqpcp  distsqpcp  distsqpcp   plug variable distance formula simplify  x^c y^c z^c term cancel out leaving three  linearly independent equation three unknown xc yc zc   solve using favorite method  :   best  - john :  ------------------------------------------------------------------------------- dr john s eickemeyer                 ::     the lord god subtle information technology institute      ::::     malicious not national computer board singapore     :: email:                 ::                     - albert einstein ------------------------------------------------------------------------------- 
1766,x-newsreader: tin [version  pl] distribution: na lines:   jian lu  wrote: : interested purchasing grayscale printer offer good : resoltuion grayscale medical image  anybody give : recommendation product market particular : $  : thank advice --    peter hauke @ brunel university  ---------------------------------                
1767,lines:   article   keith allan schneider writes:  this whole thread started discussion whether or death penalty constituted cruel punishment forbidden by u constitution yes meant cruel a supreme court b make sense refer to constitution quite silent meaning word cruel  they spent quite bit time wording constitution  picked word whose meaning implied intent  already looked in dictionary define word  sufficient  need ask question: founding father  consider cruel unusual punishment  hanging hanging slowing strangled  painful physically psychologicall imagine  firing squad  [ note: clean die back  day ] etc   considered cruel definition allowed constitution founding father  ---            whatever promise made broken           john law man without honor keep word   
1768,originator:  reply-to:  mitch lines:    article   david fox writes:     concerning proposed newsgroup split personally favor    this  learn awful lot aspect graphic reading    group code hardware algorithm  think making     different group wate result post    week per group  kind like convenience big forum    discussing aspect graphic  anyone else feel way    curious  i disagree  could learn amount reading split group thing easier u who le omnivorous  waste creating news group -- bit shuffling about  problem with post per week per group - spend much time on is   yes but size newsgroup issue  sorry covered before compgrahpicsanimation get much  traffic per day   article  maybe  extremely heavy day i've following group four month now recall ever seeing flood post split warranted   cent  mitch------------------------------------ who doth render sx- knoweth frustration 
1769,lines:   article   seth j bradley writes:  ifone simply say god it falsifiable  unless god admits it     ---       i'd cheat hillary too     john law    local gop reprehensitive    extolling traditional family value     
1770,x-newsreader: tin [version  pl] lines:   edward noble  wrote:  : i've trying view tga file created povray  diamond : speedstar  video board not x  far convert : jpeg using cjpeg view cview display  bit color  : see darn thing real color  ati ultra pro card found easiest view true color image using window driver something like winjpeg photofinish    anyone non-windows solution i'd love hear it  dane 
1771,lines:   involve distant learning project need jpeg mpeg encode/decode source object code not-for profit project completed hope release educational institutional learning center project requires true photographic image sent plain telephone line addition real good gui lib object type menu class transaction server terminal end like hear it   recently posted rfd announcing otg open telematic group concern developement application incorporate naplps jpeg mpeg voice ivr fax sprite animationfli flc etc present do unix environment worked hope generate enough interest major platform accomodated via plaform independent api/toolkit/sdk mind time project group form deal issue setup repository file may access simte start putting together otg faq information opinion  interest otg community like see included first faq send email address below   advance   ed po box  atlanta ga - - zyxel       --   ed pimentel gatechkdncvdbsanwillardedimg emoryuumindwillardedimg willard's house bb atlanta ga -- +    
1772,disclaimer: posting represents poster's view necessarily ibm lines:   i'll contact offline this  rick 
1773,keywords: stupid programming lines:    rene walter writes: over place temp files: place current directory  beg differ point batch file launch cview cd's dir cview resides invokes it  every time crash cview -byte temp file found root dir drive cview on  $ cb --   cyberspace buddha { looking knowledge  } /o\     \ pay attention already know /  \o/   }   get chair -- hillary god   { peace 
1774,lines:    larry caldwell writes: there evidently feast bread wine associated mithra  have often wondered yeshua intentionally introduced ritual expand appeal religion appropriated later worshiper  could argue wanted think reasonable  argument point fact remembrance feast similar pesach passover meal seder jewish ritual   fact appears abuse early church people eating much a real concern passover meal treating meal respect show simplifying ritual bread wine dealing inherent problem people's human nature trying keep essential remembrance aspect   david  us:- [i speak company rep]   
1775,lines:  distribution: world reply-to:  keywords: font raytrace   article qgfc$  coronado emmanuel abad writes:      seen several ray-traced scene from mtv   rayshade stroked font appearing object image  fonts/chars color depth even texture associated  them  wondering possible pov    hi noel  i've made attempt write converter read adobe type  font triangulates them bevelizes extrudes result generic object could used pov fi  problem i'm currently stuck there algorithm triangulates arbitrary polygonal shape delaunay seems limited convex hull constrained delaunay may okay code example it  another bartman may  - tgapov - selfmade variation this using heightfields    create b/w picture big text need fi using postscript   previewer then heightfield white black   heightfield exactly image white part it's still open   backside close it mirror compound original  example:  object {    union {       heightfield { gif abpgif }       heightfield { gif abpgif scale  - }    }    texture {       glass    }    translate -  -      //center    rotate -               // rotate upwards    scale                // scale bigger thicker    translate               // final placement }   abpgif gif arbitrary size containing abp black white times-roman  point  -- +-o-+--------------------------------------------------------------+-o-+                  \\\-  brain inside -///                                              ^^^^^^^^^^^^^^^                               andre' beck abpsoft mehl:    +-o-+--------------------------------------------------------------+-o-+ 
1776,lines:   article    robert wei writes: 	i hear god lord speak: 	for speak peace 	unto people saints: 	but turn folly  psalmjps: leader korahites psalm lord favor land restore jacob's fortune; forgive people's iniquity pardon sins; selah; withdraw anger turn away rage turn again god helper revoke displeasure u angry u forever prolong wrath generation surely revive u again people may rejoice you show u lord faithfulness; grant u deliverance hear god lord speak; promise well-being people faithful ones; may turn folly help near fear him glory dwell land faithfulness truth meet; justice well-being kiss truth spring earth; justice look produce justice go set way 
